ID,Date,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
29044dd2-3aa1-4872-bd4a-7fb7d02b5f1c,2023-12-03_23:31,1.627725601196289,0.48138296604156494,0.6957492232322693,0.4583333432674408
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,1.2617260217666626,0.5128676295280457,0.6929747462272644,0.5390625
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6956658363342285,0.5251225233078003,0.6926122307777405,0.5390625
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6927469968795776,0.5245097875595093,0.6920880675315857,0.5416666865348816
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6927422881126404,0.5245097875595093,0.6921437382698059,0.546875
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6924417018890381,0.5245097875595093,0.6932158470153809,0.546875
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6917354464530945,0.5245097875595093,0.6935680508613586,0.5442708134651184
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6923079490661621,0.5245097875595093,0.6910460591316223,0.5598958134651184
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6929652690887451,0.5220588445663452,0.69695645570755,0.515625
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.692114531993866,0.5245097875595093,0.6916017532348633,0.546875
715ae022-39a7-4c4a-8885-1c15c4a49c69,2023-12-04_00:19,0.6922957301139832,0.5245097875595093,0.691380500793457,0.5494791865348816
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.9016096591949463,0.529411792755127,0.719440221786499,0.5234375
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6929937601089478,0.530637264251709,0.6938260197639465,0.5260416865348816
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6926084160804749,0.530637264251709,0.6967305541038513,0.515625
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.692211925983429,0.530024528503418,0.6957827210426331,0.5208333134651184
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6918587684631348,0.5361519455909729,0.6957696080207825,0.5182291865348816
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6910988092422485,0.5337010025978088,0.6998044848442078,0.5182291865348816
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6911277770996094,0.533088207244873,0.7008529305458069,0.5208333134651184
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6899840235710144,0.5343137383460999,0.7038832306861877,0.5234375
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6921045184135437,0.532475471496582,0.6982204914093018,0.515625
afa920f0-d847-4308-8e5d-ee242e8d1b61,2023-12-07_00:21,0.6903927326202393,0.5343137383460999,0.7022309303283691,0.5234375
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.9171316027641296,0.5085784196853638,0.6931719183921814,0.5364583134651184
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6931326389312744,0.530637264251709,0.692479133605957,0.5442708134651184
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6926369071006775,0.5257353186607361,0.6923856735229492,0.53125
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6925329566001892,0.5257353186607361,0.691802978515625,0.5416666865348816
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6923125982284546,0.5263480544090271,0.6917726993560791,0.5390625
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6921862363815308,0.5263480544090271,0.6912394165992737,0.5442708134651184
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6919699907302856,0.5263480544090271,0.6907575726509094,0.546875
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6930880546569824,0.53125,0.6899887919425964,0.5572916865348816
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6962878108024597,0.5245097875595093,0.6902931332588196,0.5494791865348816
bc3f89c9-9017-4006-90f2-55628f6f86f9,2023-12-07_00:38,0.6921181082725525,0.5251225233078003,0.6905432343482971,0.5442708134651184
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,1.2049356698989868,0.5085784196853638,0.6928184628486633,0.5416666865348816
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6930232048034668,0.5196078419685364,0.6924490928649902,0.5572916865348816
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6925500631332397,0.5238970518112183,0.6928563714027405,0.5494791865348816
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6920292973518372,0.5238970518112183,0.692238986492157,0.5364583134651184
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6935166120529175,0.5238970518112183,0.691511332988739,0.5598958134651184
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6924561262130737,0.5238970518112183,0.6912903785705566,0.5546875
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6923127174377441,0.5238970518112183,0.6916444301605225,0.5442708134651184
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6921687126159668,0.5238970518112183,0.6906922459602356,0.5572916865348816
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6923619508743286,0.5238970518112183,0.6916726231575012,0.546875
8476701f-e7e2-42bf-898e-c3efc8b683af,2023-12-07_00:46,0.6921600699424744,0.5220588445663452,0.6916437149047852,0.546875
0eec0cf2-ac60-4b08-b04e-9e95bfdfbcd2,2023-12-07_01:09,1.0609345436096191,0.49632352590560913,0.6930150985717773,0.5338541865348816
0eec0cf2-ac60-4b08-b04e-9e95bfdfbcd2,2023-12-07_01:09,0.6929312944412231,0.5287989974021912,0.6928862929344177,0.5286458134651184
0eec0cf2-ac60-4b08-b04e-9e95bfdfbcd2,2023-12-07_01:09,0.6928830146789551,0.5263480544090271,0.6922375559806824,0.5364583134651184
